      Size,    Bubble, Insertion, Selection,    Fusion,     Quick,      Heap
        90,     13512,      5591,      4257,       461,       894,      2725
        90,     14139,      6218,      4266,       486,      1188,      2640
        90,     14292,      6371,      4257,       485,      1053,      2600
        90,     14235,      6314,      4257,       491,       960,      2625
        90,     14007,      6086,      4263,       473,      1032,      2595
        90,     14019,      6098,      4263,       467,      1023,      2685
        90,     14178,      6257,      4257,       472,      1020,      2615
        90,     13650,      5729,      4260,       478,       960,      2655
        90,     14223,      6302,      4254,       480,       831,      2655
        90,     13335,      5414,      4260,       472,      1152,      2670
        90,     13920,      5999,      4257,       471,       810,      2600
        90,     14814,      6893,      4248,       475,       867,      2615
        90,     13995,      6074,      4254,       478,      1104,      2575
        90,     14385,      6464,      4260,       467,      1002,      2610
        90,     13218,      5297,      4269,       477,       687,      2640
        90,     14631,      6710,      4263,       474,      1011,      2605
        90,     13473,      5552,      4260,       474,       801,      2625
        90,     13722,      5801,      4254,       475,       927,      2605
        90,     14223,      6302,      4260,       473,       795,      2660
        90,     14040,      6119,      4266,       479,       936,      2640
        90,     14037,      6116,      4254,       482,      1020,      2600
        90,     14403,      6482,      4263,       465,      1017,      2540
        90,     13863,      5942,      4260,       470,       816,      2665
        90,     14001,      6080,      4260,       473,       918,      2630
        90,     14244,      6323,      4257,       479,       990,      2615
        90,     13329,      5408,      4245,       479,      1044,      2635
        90,     13848,      5927,      4263,       484,      1191,      2610
        90,     13659,      5738,      4254,       476,       783,      2660
        90,     14031,      6110,      4257,       466,      1107,      2600
        90,     14052,      6131,      4263,       491,       732,      2625
        90,     14163,      6242,      4266,       469,      1215,      2565
        90,     13062,      5141,      4266,       476,       819,      2710
        90,     14325,      6404,      4251,       475,      1089,      2660
        90,     13140,      5219,      4260,       472,       858,      2710
        90,     14157,      6236,      4266,       472,      1032,      2645
        90,     14070,      6149,      4266,       466,       888,      2640
        90,     13911,      5990,      4263,       479,       939,      2630
        90,     13848,      5927,      4254,       475,      1209,      2615
        90,     13497,      5576,      4245,       474,       819,      2650
        90,     14703,      6782,      4242,       468,       732,      2595
        90,     13500,      5579,      4248,       465,      1041,      2675
        90,     14826,      6905,      4248,       482,       972,      2645
        90,     14265,      6344,      4272,       468,      1080,      2625
        90,     14397,      6476,      4269,       466,       924,      2620
        90,     14580,      6659,      4260,       473,      1149,      2585
        90,     13365,      5444,      4263,       479,      1134,      2650
        90,     13413,      5492,      4263,       482,      1086,      2620
        90,     14289,      6368,      4251,       482,      1122,      2620
        90,     14265,      6344,      4263,       474,      1227,      2655
        90,     13827,      5906,      4263,       472,       840,      2625
        90,     14658,      6737,      4260,       475,      1263,      2575
        90,     14523,      6602,      4263,       476,       828,      2670
        90,     14511,      6590,      4245,       472,       975,      2595
        90,     14409,      6488,      4260,       481,      1065,      2640
        90,     14145,      6224,      4260,       480,       951,      2655
        90,     14157,      6236,      4254,       477,      1362,      2605
        90,     13908,      5987,      4257,       462,      1065,      2625
        90,     14055,      6134,      4263,       474,      1062,      2605
        90,     14292,      6371,      4254,       465,      1020,      2600
        90,     14544,      6623,      4257,       468,      1182,      2670
       100,     17241,      7440,      5238,       542,       798,      2970
       100,     16734,      6933,      5232,       538,      1059,      3000
       100,     17184,      7383,      5229,       550,      1239,      3070
       100,     16950,      7149,      5223,       542,       933,      2965
       100,     17217,      7416,      5229,       541,      1230,      2995
       100,     17349,      7548,      5241,       552,      1146,      3030
       100,     17553,      7752,      5229,       548,      1278,      2970
       100,     18354,      8553,      5235,       543,       915,      2915
       100,     15987,      6186,      5220,       550,      1110,      3075
       100,     17439,      7638,      5235,       543,      1125,      3020
       100,     17076,      7275,      5232,       532,      1137,      3070
       100,     17517,      7716,      5238,       527,      1257,      3015
       100,     16722,      6921,      5238,       541,      1401,      2960
       100,     17289,      7488,      5214,       540,      1263,      3000
       100,     17778,      7977,      5229,       549,       981,      2960
       100,     17328,      7527,      5232,       542,       966,      3020
       100,     17082,      7281,      5223,       541,      1164,      2975
       100,     16902,      7101,      5232,       536,      1095,      3005
       100,     16653,      6852,      5232,       543,       933,      3040
       100,     16947,      7146,      5232,       546,       951,      3000
       100,     17538,      7737,      5238,       545,       900,      2975
       100,     16629,      6828,      5238,       537,      1002,      3005
       100,     16698,      6897,      5235,       541,       921,      3025
       100,     17286,      7485,      5235,       548,      1185,      2975
       100,     17670,      7869,      5232,       548,      1218,      3055
       100,     17529,      7728,      5223,       543,      1092,      2955
       100,     16614,      6813,      5235,       540,      1275,      3020
       100,     16488,      6687,      5223,       535,      1245,      3000
       100,     17487,      7686,      5226,       540,       990,      3035
       100,     17319,      7518,      5226,       553,      1419,      3000
       100,     17784,      7983,      5235,       548,      1146,      3010
       100,     17052,      7251,      5232,       532,      1173,      2970
       100,     17016,      7215,      5229,       546,       867,      3050
       100,     17241,      7440,      5238,       536,      1560,      2950
       100,     17436,      7635,      5241,       537,      1113,      2970
       100,     17706,      7905,      5229,       535,       999,      2965
       100,     17277,      7476,      5235,       549,       906,      2950
       100,     16725,      6924,      5232,       544,      1299,      2975
       100,     16245,      6444,      5229,       546,       993,      3120
       100,     17040,      7239,      5238,       536,      1206,      3025
       100,     16959,      7158,      5238,       534,      1086,      3055
       100,     16845,      7044,      5232,       544,      1116,      3040
       100,     17739,      7938,      5238,       537,      1032,      2980
       100,     17973,      8172,      5232,       537,       996,      2945
       100,     17556,      7755,      5229,       527,       918,      3015
       100,     17190,      7389,      5232,       538,       891,      3010
       100,     17910,      8109,      5229,       536,       957,      3010
       100,     16590,      6789,      5232,       551,       921,      3030
       100,     17250,      7449,      5232,       533,      1038,      2960
       100,     17286,      7485,      5232,       539,      1152,      3005
       100,     17553,      7752,      5229,       542,       969,      2960
       100,     17493,      7692,      5238,       540,      1050,      2965
       100,     17007,      7206,      5226,       545,       987,      2990
       100,     16341,      6540,      5235,       534,      1449,      3065
       100,     17475,      7674,      5235,       546,      1227,      3015
       100,     17055,      7254,      5238,       544,       909,      3010
       100,     17502,      7701,      5241,       543,      1041,      3005
       100,     17274,      7473,      5238,       535,      1035,      3050
       100,     17400,      7599,      5244,       544,      1200,      2985
       100,     18954,      9153,      5238,       536,       981,      2965
       100,     17910,      8109,      5226,       546,      1074,      2970
       100,     17478,      7677,      5220,       535,      1815,      2990
       100,     17178,      7377,      5220,       544,      1176,      3030
       100,     16923,      7122,      5229,       543,      1035,      3005
       100,     17631,      7830,      5232,       542,      1011,      3015
       100,     17403,      7602,      5232,       548,      1308,      2990
       100,     16614,      6813,      5223,       549,      1299,      3005
       100,     18498,      8697,      5238,       539,       969,      2960
       100,     17466,      7665,      5235,       537,       999,      3015
       100,     17088,      7287,      5241,       540,      1056,      3030
       100,     17739,      7938,      5232,       540,      1152,      2965
       100,     17334,      7533,      5226,       538,      1008,      2980
       100,     16908,      7107,      5232,       536,       861,      3055
       100,     17217,      7416,      5238,       540,      1242,      2975
       100,     17808,      8007,      5244,       541,       885,      2970
       100,     16929,      7128,      5223,       555,       831,      3025
       100,     17601,      7800,      5244,       541,       972,      2985
       100,     17367,      7566,      5235,       535,      1230,      2955
       100,     17100,      7299,      5226,       546,      1035,      3040
       100,     17613,      7812,      5241,       544,      1095,      2990
       100,     17118,      7317,      5238,       551,      1008,      3030
       100,     18054,      8253,      5235,       531,       993,      2960
       100,     16974,      7173,      5226,       542,      1191,      3005
       100,     17040,      7239,      5238,       540,      1290,      3005
       100,     17466,      7665,      5235,       547,      1395,      2990
       100,     16665,      6864,      5238,       540,      1197,      3015
       100,     16920,      7119,      5241,       547,       843,      3025
       100,     16425,      6624,      5223,       539,      1860,      2960
       100,     17433,      7632,      5229,       541,      1107,      3000
       100,     16443,      6642,      5247,       550,       984,      2960
       100,     17697,      7896,      5229,       541,       921,      2970
       100,     16842,      7041,      5232,       535,      1167,      3005
       100,     17325,      7524,      5235,       535,      1152,      3020
       100,     17082,      7281,      5226,       540,      1224,      3050
       100,     17619,      7818,      5232,       545,      1128,      2970
       100,     17280,      7479,      5235,       542,      1146,      3020
       100,     18066,      8265,      5232,       541,      1143,      2975
       100,     17682,      7881,      5238,       539,       996,      3025
       100,     16815,      7014,      5235,       548,      1140,      2995
       100,     17055,      7254,      5223,       545,       957,      3040
       100,     18102,      8301,      5238,       537,       993,      2905
       100,     17703,      7902,      5235,       547,      1077,      2960
       100,     16896,      7095,      5238,       541,      1020,      2985
       100,     17334,      7533,      5238,       552,      1017,      3010
       100,     18045,      8244,      5238,       541,       960,      2970
       100,     16800,      6999,      5238,       543,       954,      2985
       100,     17940,      8139,      5238,       542,      1092,      2990
       100,     17298,      7497,      5226,       543,       960,      2990
       100,     17196,      7395,      5235,       549,       996,      3040
       100,     17364,      7563,      5232,       534,       897,      2975
